year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2006,6,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",120,14,8.41,0,1.81,0,3.78,0,0,690,287,0,88,0,315
2006,6,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",420,109,30.22,7,43.3,0,28.48,2,1,6433,1414,498,2230,0,2291
2006,6,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",150,36,15.63,0.32,12.16,0,7.89,2,0,1295,595,6,411,0,283
2006,6,AA,American Airlines Inc.,CMH,"Columbus, OH: Port Columbus International",90,10,4.33,0,3.2,0,2.47,0,0,512,156,0,106,0,250
2006,6,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",210,46,13.58,3.1,11.55,0,17.77,1,1,1869,651,198,348,0,672
2006,6,AA,American Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",194,17,2.04,0,1.12,0,13.84,1,0,846,141,0,29,0,676
2006,6,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",60,23,7.92,0.12,4.14,0,10.82,0,0,962,332,13,146,0,471
2006,6,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",819,205,42.83,10.95,100.38,0,50.84,8,14,11933,2037,973,5655,0,3268
2006,6,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",687,155,43.56,6.91,50.15,0,54.38,0,3,7218,1933,464,1934,0,2887
2006,6,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13630,2286,554.67,82.3,780.48,6.8,861.75,88,16,135317,42530,5354,33684,223,53526
2006,6,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",329,89,23.18,3.91,36.25,0,25.67,3,3,5285,1197,452,1549,0,2087
2006,6,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",16,4,3.58,0,0.38,0,0.03,0,0,284,269,0,8,0,7
2006,6,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",300,65,20.19,2.72,11.09,0,30.99,0,0,3512,955,161,433,0,1963
2006,6,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",637,224,25.22,1.43,157.87,0,39.48,12,4,16194,1402,76,11640,0,3076
2006,6,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",60,19,3.72,0,3.53,0,11.75,0,0,1355,238,0,121,0,996
2006,6,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",538,108,40.85,1.94,37.6,0,27.61,2,0,5451,2435,234,1364,0,1418
2006,6,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",30,3,1.75,0,1.25,0,0,0,0,84,46,0,38,0,0
2006,6,AA,American Airlines Inc.,HNL,"Honolulu, HI: Honolulu International",239,42,21.78,1.81,6.02,0,12.39,0,0,2923,1986,64,153,0,720
2006,6,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",60,13,1.64,0.93,6.45,0,3.98,1,0,515,46,41,214,0,214
2006,6,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",330,79,26.76,1.87,36.24,0,14.14,0,1,4401,1436,106,1886,0,973
2006,6,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",476,105,24.36,5.9,37.49,0,37.26,8,5,6187,1846,387,1707,0,2247
2006,6,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",85,18,8.92,0.95,1,0,7.12,2,0,818,393,30,36,0,359
2006,6,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",254,56,16.88,5.33,9.94,0,23.86,0,1,3420,1184,247,360,0,1629
2006,6,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",22,3,2.03,0,0.14,0,0.83,0,0,201,163,0,4,0,34
2006,6,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",120,24,8.25,0.67,5.54,0,9.54,0,0,923,281,31,183,0,428
2006,6,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1041,347,92.27,5.87,192.97,0.69,55.19,7,3,20722,6149,535,9015,24,4999
2006,6,AA,American Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",60,9,6.12,0,1.2,0,1.69,2,0,515,373,0,23,0,119
2006,6,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",600,130,50.14,8.73,29.2,0,41.94,3,1,7994,3215,732,1167,0,2880
2006,6,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2581,610,164.03,25.33,233.35,1.8,185.5,18,2,32759,9655,1785,9261,75,11983
2006,6,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1820,659,80.28,13.08,445.81,0,119.83,39,10,49774,5844,993,32870,0,10067
2006,6,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",60,11,6.93,0,2.09,0,1.98,0,0,752,640,0,42,0,70
2006,6,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",467,110,28.69,1.47,22.24,0,57.6,1,1,6025,1467,168,793,0,3597
2006,6,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",960,251,83.84,17.08,91.96,0,58.12,6,3,12585,4453,914,3441,0,3777
2006,6,AA,American Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",90,8,6.14,0,1.13,0,0.72,1,1,533,418,0,99,0,16
2006,6,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",90,19,8.59,0.77,4.09,0,5.55,2,0,1039,374,49,137,0,479
2006,6,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",120,20,10.29,0,1.76,0,7.96,1,0,963,503,0,62,0,398
2006,6,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3390,895,239.5,41.36,349.42,2.98,261.74,30,11,55528,15471,2905,15674,47,21431
2006,6,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",329,61,23.41,1.55,11.97,0,24.06,1,0,3606,977,93,575,0,1961
2006,6,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",450,80,24.11,7.43,20.98,0,27.48,4,0,4231,1017,475,914,0,1825
2006,6,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",120,27,10.14,0.12,3.29,0,13.46,0,0,1203,427,10,120,0,646
2006,6,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",120,13,4.88,0,4.81,0,3.3,0,0,820,409,0,161,0,250
2006,6,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",210,63,16.69,5.01,12.39,0,28.91,1,0,2736,588,226,414,0,1508
2006,6,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",120,22,8.87,2.03,2.82,0,8.27,0,0,909,391,55,91,0,372
2006,6,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",150,30,11.41,1.31,7.16,0,10.12,1,1,1359,509,73,182,0,595
2006,6,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6403,1778,279.8,40.05,765.92,1.77,690.46,53,16,118360,23966,3184,39430,110,51670
2006,6,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",90,24,4.72,0.08,8.7,0,10.5,0,0,1089,230,6,327,0,526
2006,6,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",86,19,5.64,1.08,7.31,0,4.97,2,0,866,254,86,246,0,280
2006,6,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",210,53,24.48,2.21,13.36,0,12.95,0,0,2878,1366,84,528,0,900
2006,6,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",540,179,33.74,4.5,103.41,0,37.35,4,1,11262,1977,187,5916,0,3182
2006,6,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",445,103,32.14,6.84,21.38,0,42.64,0,3,5689,1709,368,893,0,2719
2006,6,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",74,10,4.94,1.08,1.92,0,2.05,2,0,542,337,33,80,0,92
2006,6,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",446,118,34.35,4.38,44.05,0,35.22,1,1,7273,1906,360,2383,0,2624
2006,6,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",90,21,9.85,0.52,7.94,0,2.7,0,0,943,408,48,373,0,114
2006,6,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",150,28,11.14,0,13.23,0,3.63,3,0,1389,628,0,547,0,214
2006,6,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",148,23,7.73,0.77,6.7,0,7.81,4,1,1187,439,29,240,0,479
2006,6,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",565,137,44.57,8.92,44.2,0,39.31,1,4,7313,2649,425,1870,0,2369
2006,6,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",565,93,38.35,3.13,18.19,0,33.33,3,0,3792,1515,94,620,0,1563
2006,6,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",60,14,5.82,0.89,2.44,0,4.85,0,0,740,257,57,58,0,368
2006,6,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",570,171,54.52,9.55,64.97,0,41.97,1,1,7896,2315,460,2500,0,2621
2006,6,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1103,278,94.52,10.55,118.64,0.23,54.05,5,1,14040,4754,966,4966,7,3347
2006,6,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",445,110,35.23,3.28,27.78,0,43.71,2,0,5949,2096,268,1050,0,2535
2006,6,AA,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",1217,260,99.8,19.22,90.94,5.27,44.76,7,1,16183,7964,1044,3397,123,3655
2006,6,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",210,67,21.71,1.58,18.78,0,24.93,1,0,3583,1245,84,703,0,1551
2006,6,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",150,22,8.93,3.74,2.62,0,6.71,1,0,1002,394,247,87,0,274
2006,6,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",462,89,37.42,1.3,21.72,0,28.56,1,1,4122,1674,80,761,0,1607
2006,6,AA,American Airlines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",1729,324,92.91,19.17,86.07,0.13,125.72,17,2,21253,6443,1569,4193,4,9044
2006,6,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",119,19,5.84,1.68,5.7,0,5.79,0,0,980,229,68,241,0,442
2006,6,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",30,4,0.96,0.94,1.09,0,1.01,1,0,208,26,46,24,0,112
2006,6,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",660,142,42.89,6.3,50.58,0,42.23,3,4,7889,2498,405,2141,0,2845
2006,6,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",206,64,27.33,2.74,10.68,0,23.25,1,0,3735,1539,85,610,0,1501
2006,6,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",330,80,22.96,4.5,25.39,0,27.16,0,1,4564,1316,230,1206,0,1812
2006,6,AA,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",108,20,6.92,0,7.45,0,5.63,1,0,757,318,0,285,0,154
2006,8,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",434,94,23.64,12.78,23.29,0.94,33.35,9,0,5034,1210,919,777,49,2079
2006,7,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",307,58,20.8,2.13,15.16,0,19.91,6,0,3670,1265,234,764,0,1407
2006,7,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",62,37,15.73,2,8.35,0,10.92,0,0,2423,1096,213,403,0,711
2006,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",723,156,37.16,16.77,49.68,0.4,51.98,12,1,8179,1618,932,2042,36,3551
2006,7,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",792,180,67.23,4.97,48.79,0.71,58.29,15,1,10104,3614,369,2358,15,3748
2006,7,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",275,83,14.78,4.7,30.92,0,32.6,3,0,5152,820,420,1412,0,2500
2006,7,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",93,19,9.31,0.29,1.44,0,7.97,0,0,938,439,30,53,0,416
2006,7,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",424,84,30.48,4.21,19.96,0,29.35,9,1,5437,1510,240,1085,0,2602
2006,7,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1149,326,64.44,12.51,168.61,1,79.45,13,0,21396,3841,822,10465,39,6229
2006,7,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",124,20,9.45,0.25,3.35,0,6.94,2,1,894,379,24,130,0,361
2006,7,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",431,105,30.37,5.45,30.75,1.93,36.51,4,0,6499,1930,369,1263,51,2886
2006,7,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",152,26,10.69,2.36,5.39,0,7.55,1,1,1159,536,107,171,0,345
2006,7,AA,American Airlines Inc.,CMH,"Columbus, OH: Port Columbus International",93,14,9.32,0.37,1.99,0,2.32,1,0,653,468,21,75,0,89
2006,7,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",214,32,12.54,1.73,3.34,0,14.4,2,1,1573,503,138,118,0,814
2006,7,AA,American Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",197,14,1.21,0,2.08,0,10.71,2,0,526,63,0,113,0,350
2006,7,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",61,18,6.66,1,5.1,0,5.24,1,0,767,355,58,140,0,214
2006,7,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",829,232,52.77,13.98,100.57,0,64.67,12,1,12768,3020,605,4649,0,4494
2006,7,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",707,135,46.45,6.98,39.12,0,42.44,8,0,7908,2379,837,1419,0,3273
2006,7,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13999,2291,599.79,132.68,783.02,4.29,771.22,188,72,142235,44154,9057,35574,184,53266
2006,7,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",338,84,26.3,5.81,25.88,0,26.01,3,1,5059,1653,425,1080,0,1901
2006,7,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",31,8,3.9,0.26,0.08,0,3.77,1,0,1216,907,29,9,0,271
2006,7,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",304,82,30.99,4.06,13.19,0,33.76,5,0,4484,1398,220,569,0,2297
2006,7,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",659,217,32.45,8,137.5,0,39.05,21,9,17707,2303,539,11858,0,3007
2006,7,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",62,17,6.63,1.8,0.14,0,8.43,0,0,1074,344,86,6,0,638
2006,7,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",526,113,41.18,4.1,32.68,0.62,34.42,8,5,6885,2636,210,1291,18,2730
2006,7,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",31,3,1,0,1,0,1,0,0,98,32,0,40,0,26
2006,7,AA,American Airlines Inc.,HNL,"Honolulu, HI: Honolulu International",247,51,25.05,0.99,15.37,0,9.58,1,1,2865,1757,111,441,0,556
2006,7,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",62,13,5.5,0.77,0.63,0,6.1,1,1,774,311,66,44,0,353
2006,7,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",337,77,30.65,4.61,23.19,0,18.55,1,2,3958,1650,231,921,0,1156
2006,7,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",487,110,37.06,3.07,40.53,0,29.34,10,0,6000,1700,146,2566,0,1588
2006,7,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",87,14,5.71,1.2,3.13,0,3.96,7,0,775,197,107,168,0,303
2006,7,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",271,60,21.49,3.44,19.35,0,15.72,6,0,3724,1425,275,800,0,1224
2006,7,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",46,7,6.24,0,0.19,0,0.57,1,0,562,457,0,5,0,100
2006,7,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",124,22,11.09,1.45,4.25,0,5.21,0,1,696,286,57,92,0,261
2006,7,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1069,347,94.96,9.31,173.28,0.53,68.93,6,17,23914,7839,697,8536,10,6832
2006,7,AA,American Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",62,10,3.42,0,1.72,0,4.86,0,0,633,250,0,153,0,230
2006,7,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",617,145,54.7,9.34,23.93,0,57.03,3,1,9010,3716,650,1074,0,3570
2006,7,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2668,642,173.7,37.93,227,2.67,200.7,17,9,38549,10514,2728,11017,88,14202
2006,7,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1805,563,70.1,16.18,343.43,0,133.29,81,45,40880,4628,1412,23052,0,11788
2006,7,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",62,12,6.34,0,1.98,0,3.68,0,0,474,228,0,130,0,116
2006,7,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",480,106,36.41,5.31,19.45,0,44.82,7,0,6188,1777,471,1069,0,2871
2006,7,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",992,274,94.64,14.94,79.7,0,84.72,8,1,18296,7152,1060,3450,0,6634
2006,7,AA,American Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",90,16,4.05,1.21,4.81,0,5.93,1,0,1060,191,72,394,0,403
2006,7,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",90,13,4.17,0,0.94,0,7.88,4,0,600,221,0,54,0,325
2006,7,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",123,20,13.53,0.13,1.48,0,4.86,3,0,867,575,15,96,0,181
2006,7,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3503,971,254.79,61.44,369.25,1.39,284.13,33,3,61263,18487,4400,15532,34,22810
2006,7,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",334,68,20.65,4.04,15.68,0,27.63,1,1,4054,1117,187,578,0,2172
2006,7,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",462,101,35.12,9.09,18.89,0,37.9,11,0,5821,1768,477,862,0,2714
2006,7,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",124,26,13.19,1.83,2.33,0,8.65,0,0,1407,654,148,88,0,517
2006,7,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",124,26,17.96,0.94,3.61,0,3.48,1,0,2534,1630,135,278,0,491
2006,7,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",213,43,16.82,2.5,5.58,0,18.1,4,0,2072,612,203,315,0,942
2006,7,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",123,18,7.37,1.42,1.86,0,7.34,0,0,922,311,86,77,0,448
2006,7,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",154,33,15.86,3.7,3.87,0,9.58,1,1,1350,661,215,106,0,368
2006,7,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6524,1794,292.13,58.1,848.85,1.11,593.81,187,25,128186,19106,5097,55828,70,48085
2006,7,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",93,20,8.31,0.82,4.44,0,6.43,1,0,1189,460,14,199,0,516
2006,7,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",31,4,1.86,1,0,0,1.14,0,0,451,253,143,0,0,55
2006,7,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",217,42,16.09,4.38,6.57,0,14.96,2,0,2939,1282,309,417,0,931
2006,7,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",554,159,36.45,4.44,89.62,0,28.49,11,2,11666,2503,449,5859,0,2855
2006,7,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",454,91,31.77,5.86,13.19,0,40.17,4,2,5707,1404,459,972,0,2872
2006,7,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",62,9,5.26,0.7,0.03,0,3.01,0,1,416,148,30,1,0,237
2006,7,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",457,130,46.68,6.37,37.18,0,39.77,4,1,8195,2986,438,1852,0,2919
2006,7,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",93,23,9.65,1.32,6.96,0,5.07,0,0,1178,502,81,327,0,268
2006,7,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",155,27,11.94,0.86,7.17,0,7.04,2,1,1712,669,59,359,0,625
2006,7,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",124,16,8.84,2.07,2.01,0,3.09,0,0,1031,467,283,46,0,235
2006,7,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",584,148,50,13.26,40.82,0,43.92,9,3,8786,3109,960,2005,0,2712
2006,7,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",574,110,47.34,6.13,17.91,0,38.61,8,0,6560,2908,429,1047,0,2176
2006,7,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",62,10,3.56,0.13,1.99,0,4.32,1,0,487,183,8,133,0,163
2006,7,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",586,158,61.19,12.34,41.31,0,43.16,1,0,9121,3375,748,2208,0,2790
2006,7,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1137,265,88.37,19.15,81.41,0,76.06,7,3,16287,5718,1261,3810,0,5498
2006,7,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",450,93,37.51,3.27,15.45,0,36.77,4,1,5681,1631,336,806,0,2908
2006,7,AA,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",1264,312,117.68,29.11,101.85,2,61.36,13,3,19943,8414,1823,4395,37,5274
2006,7,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",217,52,25.6,2.28,10.38,0,13.74,3,0,3091,1239,298,525,0,1029
2006,7,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",155,29,14.37,3.95,2.31,0,8.37,1,1,1914,1085,262,179,0,388
2006,7,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",465,96,44.71,2.88,20.99,0,27.42,4,6,6699,3767,220,1045,0,1667
2006,7,AA,American Airlines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",1757,346,102.49,18.38,107.85,0,117.28,35,4,20533,6407,1027,5359,0,7740
2006,7,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",124,28,12.33,2.43,6.83,0,6.42,2,1,1907,1148,133,226,0,400
2006,7,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",31,4,1,1.62,1,0,0.38,0,0,164,15,88,51,0,10
2006,7,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",679,153,39.11,7.26,55.25,0,51.38,7,1,9244,2110,419,2766,0,3949
2006,7,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",209,69,24.97,1.37,13.22,0,29.44,5,0,4235,1467,70,715,0,1983
2006,7,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",341,58,19.87,6.47,12.5,0,19.16,3,2,3528,1006,487,631,0,1404
2006,7,AA,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",104,21,8,1.74,3.34,0,7.93,4,0,1256,425,154,122,0,555
2006,8,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",155,33,9.31,3.01,11.37,1.7,7.61,3,1,1577,543,169,478,76,311
2006,8,AA,American Airlines Inc.,CMH,"Columbus, OH: Port Columbus International",93,17,5.53,1.32,4.2,0.37,5.58,1,0,802,218,111,193,7,273
2006,8,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",217,45,12.36,6.58,8.48,0.46,17.11,4,1,2099,596,257,339,22,885
2006,8,AA,American Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",201,17,4.9,0,8.08,0,4.02,0,1,844,468,0,221,0,155
2006,8,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",62,13,0.68,1.02,3.27,0,8.03,1,0,647,18,68,152,0,409
2006,8,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",847,172,47.17,13.86,56.69,0.6,53.68,12,1,10340,2593,906,2263,22,4556
2006,8,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",713,183,46.26,15.71,63.2,1.62,56.2,4,0,10228,2205,1534,2530,106,3853
2006,8,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14141,2407,509.32,132.27,949.2,80.56,735.65,234,96,130777,35289,7989,39645,3119,44735
2006,8,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",340,86,20.67,4.24,22.19,0.71,38.2,4,0,4424,1086,187,878,17,2256
2006,8,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",31,11,3.61,1.09,1.97,0.62,3.71,0,0,2108,973,71,785,13,266
2006,8,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",310,80,25.12,8.81,13.9,1.42,30.75,5,1,4289,1323,454,553,40,1919
2006,8,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",673,215,26.85,11.3,132.41,3.51,40.93,12,0,14004,1924,588,7678,211,3603
2006,8,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",62,19,3.13,3.8,1.76,0.22,10.08,0,0,931,180,186,56,21,488
2006,8,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",527,97,26.03,6.51,24.52,3.53,36.42,21,0,5175,1191,375,950,193,2466
2006,8,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",32,4,2.64,0,0.36,0.61,0.39,1,1,200,174,0,8,11,7
